,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,10.0,87,49,2,2,AT,11,1402.0267307758331,2400000,-81.58518317187848,0
1,306.0,1041,501,3,3,AT,11,1402.0267307758331,2400000,-81.58518317187848,0
2,11.0,87,49,2,2,AT,11,1524.439516544342,2600000,-81.57437731607558,1
3,303.0,1041,501,3,3,AT,11,1524.439516544342,2600000,-81.57437731607558,1
4,11.0,87,49,2,2,AT,11,1158.4196557998657,2000000,-82.16250546229404,2
5,305.0,1041,501,3,3,AT,11,1158.4196557998657,2000000,-82.16250546229404,2
6,10.0,87,49,2,2,AT,11,919.6072540283203,1600000,-81.65973853860372,3
7,305.0,1041,498,3,3,AT,11,919.6072540283203,1600000,-81.65973853860372,3
8,13.0,87,49,2,2,AT,11,1279.8119461536407,2200000,-82.00435059552059,4
9,312.0,1041,501,3,3,AT,11,1279.8119461536407,2200000,-82.00435059552059,4
10,10.0,87,49,2,2,AT,11,341.6971480846405,600000,-79.8694045782995,5
11,306.0,1048,503,3,3,AT,11,341.6971480846405,600000,-79.8694045782995,5
12,10.0,87,49,2,2,AT,11,1038.5042042732239,1800000,-81.51904342144626,6
13,300.0,1018,487,3,3,AT,11,1038.5042042732239,1800000,-81.51904342144626,6
14,10.0,87,49,2,2,AT,11,117.63171982765198,200000,-76.9470068394225,7
15,313.0,1048,503,3,3,AT,11,117.63171982765198,200000,-76.9470068394225,7
16,10.0,87,49,2,2,AT,11,801.2592077255249,1400000,-81.24433485865019,8
17,310.0,1048,503,3,3,AT,11,801.2592077255249,1400000,-81.24433485865019,8
18,11.0,87,49,2,2,AT,11,568.4900703430176,1000000,-81.17539714242557,9
19,319.0,1091,524,3,3,AT,11,568.4900703430176,1000000,-81.17539714242557,9
20,10.0,87,49,2,2,AT,11,229.8489773273468,400000,-78.43235805741321,10
21,306.0,1048,503,3,3,AT,11,229.8489773273468,400000,-78.43235805741321,10
22,10.0,87,49,2,2,AT,11,1648.6350586414337,2800000,-81.57211070581991,11
23,303.0,1041,501,3,3,AT,11,1648.6350586414337,2800000,-81.57211070581991,11
24,11.0,87,49,2,2,AT,11,1775.1739382743835,3000000,-82.58796551580424,12
25,302.0,1041,501,3,3,AT,11,1775.1739382743835,3000000,-82.58796551580424,12
26,10.0,87,49,2,2,AT,11,454.30445861816406,800000,-80.81900901200845,13
27,302.0,1041,501,3,3,AT,11,454.30445861816406,800000,-80.81900901200845,13
28,10.0,87,49,2,2,AT,11,684.0106823444366,1200000,-81.59356816455247,14
29,302.0,1041,501,3,3,AT,11,684.0106823444366,1200000,-81.59356816455247,14
